"date","home_team","away_team","home_pts","away_pts","home_wins","away_wins"
2024-04-09,"Washington Wizards","Cleveland Cavaliers",107,101,1,0
2024-04-09,"Washington Wizards","Indiana Pacers",110,116,0,1
2024-04-09,"Washington Wizards","New York Knicks",109,118,0,1
2024-04-09,"Washington Wizards","Houston Rockets",105,110,0,1
2024-04-09,"Washington Wizards","Golden State Warriors",108,106,1,0
2024-04-10,"Washington Wizards","Milwaukee Bucks",106,114,0,1
2024-04-10,"Washington Wizards","Portland Trail Blazers",107,103,1,0
2024-04-10,"Washington Wizards","Golden State Warriors",120,116,1,0
2024-04-10,"Washington Wizards","San Antonio Spurs",79,98,0,1
2024-04-10,"Washington Wizards","New Orleans Pelicans",120,130,0,1
2024-04-10,"Washington Wizards","Golden State Warriors",84,80,1,0
2024-04-10,"Washington Wizards","Utah Jazz",137,126,1,0
2024-04-10,"Washington Wizards","Detroit Pistons",93,103,0,1
2024-04-11,"Washington Wizards","Orlando Magic",134,124,1,0
2024-04-11,"Washington Wizards","San Antonio Spurs",103,94,1,0
2024-04-11,"Washington Wizards","Denver Nuggets",109,106,1,0
2024-04-11,"Washington Wizards","New Orleans Pelicans",109,112,0,1
2024-04-11,"Washington Wizards","Dallas Mavericks",102,99,1,0
2024-04-11,"Washington Wizards","Sacramento Kings",99,104,0,1
2024-04-11,"Washington Wizards","Philadelphia 76ers",109,115,0,1
2024-04-11,"Washington Wizards","Miami Heat",133,116,1,0
2024-04-11,"Washington Wizards","Denver Nuggets",106,96,1,0
2024-04-11,"Washington Wizards","Philadelphia 76ers",86,99,0,1
2024-04-11,"Washington Wizards","Oklahoma City Thunder",120,112,1,0
2024-04-11,"Washington Wizards","Toronto Raptors",144,126,1,0
2024-04-11,"Washington Wizards","Miami Heat",102,118,0,1
2024-04-11,"Washington Wizards","Oklahoma City Thunder",111,93,1,0
2024-04-12,"Washington Wizards","Utah Jazz",98,102,0,1
2024-04-12,"Washington Wizards","Houston Rockets",97,90,1,0
2024-04-12,"Washington Wizards","Portland Trail Blazers",133,119,1,0
2024-04-12,"Washington Wizards","San Antonio Spurs",96,100,0,1
2024-04-12,"Washington Wizards","Golden State Warriors",101,110,0,1
2024-04-13,"Washington Wizards","New York Knicks",123,117,1,0
2024-04-14,"Washington Wizards","Minnesota Timberwolves",119,109,1,0
2024-04-14,"Washington Wizards","Miami Heat",98,101,0,1
2024-04-14,"Washington Wizards","Denver Nuggets",115,111,1,0
2024-04-14,"Washington Wizards","Oklahoma City Thunder",75,95,0,1
2024-04-14,"Washington Wizards","Chicago Bulls",127,136,0,1
